customer_id,age,gender,age_group,purchase_amount_usd,customer_value_tier,previous_purchases,engagement_tier,value_engagement_segment,subscription_status,frequency_of_purchases,purchase_frequency_days,category,item_purchased,review_rating,discount_applied,shipping_type,payment_method,location,season
2020,31,Male,31-45 (Adult),68,Medium Value,23,Medium Engagement,Medium Value - Medium Engagement,No,Bi-Weekly,14,Clothing,Shirt,4.7,No,Store Pickup,Cash,Idaho,Winter
2021,41,Male,31-45 (Adult),23,Low Value,26,Medium Engagement,Low Value - Medium Engagement,No,Quarterly,90,Clothing,Sweater,4.8,No,Next Day Air,Cash,Pennsylvania,Winter
2022,62,Male,61-70 (Senior),33,Low Value,48,High Engagement,Low Value - High Engagement,No,Quarterly,90,Accessories,Handbag,4.4,No,Standard,Venmo,Maine,Winter
2023,59,Male,46-60 (Middle-Aged),38,Low Value,16,Medium Engagement,Low Value - Medium Engagement,No,Bi-Weekly,14,Accessories,Jewelry,4.0,No,Store Pickup,Cash,Alabama,Winter
2024,46,Male,46-60 (Middle-Aged),68,Medium Value,28,Medium Engagement,Medium Value - Medium Engagement,No,Bi-Weekly,14,Clothing,Socks,4.1,No,Store Pickup,Cash,Idaho,Winter
2025,62,Male,61-70 (Senior),23,Low Value,39,High Engagement,Low Value - High Engagement,No,Weekly,7,Clothing,Socks,3.7,No,Express,PayPal,Arkansas,Fall
2026,42,Male,31-45 (Adult),29,Low Value,43,High Engagement,Low Value - High Engagement,No,Bi-Weekly,14,Clothing,Shirt,3.0,No,Express,Debit Card,Delaware,Summer
2027,37,Male,31-45 (Adult),35,Low Value,45,High Engagement,Low Value - High Engagement,No,Quarterly,90,Accessories,Scarf,3.6,No,Express,Bank Transfer,Maine,Winter
2028,50,Male,46-60 (Middle-Aged),73,Medium Value,50,High Engagement,Medium Value - High Engagement,No,Quarterly,90,Footwear,Shoes,4.8,No,Standard,Credit Card,Nebraska,Fall
2029,29,Male,18-30 (Young Adult),84,High Value,10,Low Engagement,High Value - Low Engagement,No,Bi-Weekly,14,Footwear,Shoes,3.7,No,2-Day Shipping,Venmo,Ohio,Fall
2030,25,Male,18-30 (Young Adult),23,Low Value,40,High Engagement,Low Value - High Engagement,No,Quarterly,90,Accessories,Scarf,4.6,No,Next Day Air,PayPal,Montana,Spring
2031,66,Male,61-70 (Senior),67,Medium Value,38,High Engagement,Medium Value - High Engagement,No,Monthly,30,Accessories,Sunglasses,2.8,No,Standard,Credit Card,New Mexico,Summer
2032,21,Male,18-30 (Young Adult),51,Medium Value,2,Low Engagement,Medium Value - Low Engagement,No,Monthly,30,Clothing,Socks,4.0,No,Standard,Credit Card,North Carolina,Spring
2033,46,Male,46-60 (Middle-Aged),36,Low Value,13,Low Engagement,Low Value - Low Engagement,No,Annually,365,Clothing,Blouse,4.2,No,Next Day Air,Cash,South Carolina,Winter
2034,57,Male,46-60 (Middle-Aged),55,Medium Value,33,Medium Engagement,Medium Value - Medium Engagement,No,Annually,365,Clothing,Jeans,3.6,No,Express,Venmo,Illinois,Summer
2035,61,Male,61-70 (Senior),30,Low Value,27,Medium Engagement,Low Value - Medium Engagement,No,Monthly,30,Clothing,Shorts,2.9,No,Store Pickup,PayPal,Alabama,Spring
2036,53,Male,46-60 (Middle-Aged),70,Medium Value,43,High Engagement,Medium Value - High Engagement,No,Weekly,7,Clothing,T-shirt,4.1,No,Express,Bank Transfer,Oklahoma,Summer
2037,37,Male,31-45 (Adult),63,Medium Value,46,High Engagement,Medium Value - High Engagement,No,Weekly,7,Clothing,Blouse,3.1,No,Next Day Air,Cash,Minnesota,Winter
2038,39,Male,31-45 (Adult),87,High Value,7,Low Engagement,High Value - Low Engagement,No,Bi-Weekly,14,Accessories,Belt,4.3,No,Express,Venmo,Illinois,Summer
2039,53,Male,46-60 (Middle-Aged),70,Medium Value,35,Medium Engagement,Medium Value - Medium Engagement,No,Bi-Weekly,14,Clothing,Blouse,4.4,No,Next Day Air,Credit Card,Arkansas,Spring
2040,35,Male,31-45 (Adult),51,Medium Value,31,Medium Engagement,Medium Value - Medium Engagement,No,Bi-Weekly,14,Clothing,T-shirt,3.1,No,Next Day Air,Debit Card,Minnesota,Spring
2041,69,Male,61-70 (Senior),25,Low Value,42,High Engagement,Low Value - High Engagement,No,Quarterly,90,Accessories,Jewelry,2.9,No,Free Shipping,Venmo,South Carolina,Spring
2042,66,Male,61-70 (Senior),32,Low Value,14,Low Engagement,Low Value - Low Engagement,No,Bi-Weekly,14,Outerwear,Jacket,3.2,No,Next Day Air,PayPal,New York,Winter
2043,19,Male,18-30 (Young Adult),52,Medium Value,35,Medium Engagement,Medium Value - Medium Engagement,No,Monthly,30,Footwear,Shoes,4.0,No,2-Day Shipping,Venmo,Alabama,Spring
2044,47,Male,46-60 (Middle-Aged),33,Low Value,49,High Engagement,Low Value - High Engagement,No,Weekly,7,Accessories,Gloves,2.7,No,Standard,PayPal,New York,Summer
2045,49,Male,46-60 (Middle-Aged),68,Medium Value,17,Medium Engagement,Medium Value - Medium Engagement,No,Bi-Weekly,14,Clothing,Jeans,3.0,No,Free Shipping,PayPal,Missouri,Spring
2046,31,Male,31-45 (Adult),20,Low Value,26,Medium Engagement,Low Value - Medium Engagement,No,Quarterly,90,Accessories,Jewelry,4.4,No,Express,PayPal,Georgia,Fall
2047,39,Male,31-45 (Adult),32,Low Value,30,Medium Engagement,Low Value - Medium Engagement,No,Quarterly,90,Clothing,Pants,2.8,No,Free Shipping,Cash,Oklahoma,Winter
2048,58,Male,46-60 (Middle-Aged),82,High Value,32,Medium Engagement,High Value - Medium Engagement,No,Annually,365,Accessories,Jewelry,3.1,No,Store Pickup,Cash,Connecticut,Summer
2049,45,Male,31-45 (Adult),64,Medium Value,35,Medium Engagement,Medium Value - Medium Engagement,No,Quarterly,90,Footwear,Sneakers,3.9,No,Express,Bank Transfer,Michigan,Winter
2050,68,Male,61-70 (Senior),24,Low Value,15,Low Engagement,Low Value - Low Engagement,No,Annually,365,Footwear,Boots,2.7,No,Standard,Venmo,Rhode Island,Fall
2051,35,Male,31-45 (Adult),96,High Value,10,Low Engagement,High Value - Low Engagement,No,Annually,365,Accessories,Hat,3.4,No,Store Pickup,Debit Card,Mississippi,Summer
2052,65,Male,61-70 (Senior),94,High Value,14,Low Engagement,High Value - Low Engagement,No,Monthly,30,Clothing,T-shirt,3.8,No,Free Shipping,Credit Card,Massachusetts,Spring
2053,45,Male,31-45 (Adult),48,Medium Value,30,Medium Engagement,Medium Value - Medium Engagement,No,Annually,365,Accessories,Backpack,3.7,No,2-Day Shipping,Bank Transfer,New Hampshire,Winter
2054,19,Male,18-30 (Young Adult),60,Medium Value,16,Medium Engagement,Medium Value - Medium Engagement,No,Bi-Weekly,14,Accessories,Sunglasses,4.5,No,2-Day Shipping,Credit Card,Wyoming,Spring
2055,65,Male,61-70 (Senior),56,Medium Value,14,Low Engagement,Medium Value - Low Engagement,No,Annually,365,Clothing,Sweater,2.9,No,Express,PayPal,New Jersey,Spring
2056,28,Male,18-30 (Young Adult),33,Low Value,28,Medium Engagement,Low Value - Medium Engagement,No,Weekly,7,Accessories,Handbag,3.4,No,2-Day Shipping,Bank Transfer,Texas,Fall
2057,55,Male,46-60 (Middle-Aged),46,Medium Value,29,Medium Engagement,Medium Value - Medium Engagement,No,Monthly,30,Accessories,Backpack,4.4,No,2-Day Shipping,PayPal,Minnesota,Spring
2058,66,Male,61-70 (Senior),37,Low Value,5,Low Engagement,Low Value - Low Engagement,No,Quarterly,90,Clothing,Socks,4.2,No,Standard,PayPal,South Dakota,Spring
2059,29,Male,18-30 (Young Adult),98,High Value,17,Medium Engagement,High Value - Medium Engagement,No,Quarterly,90,Clothing,Shirt,3.3,No,Store Pickup,Bank Transfer,Washington,Winter
2060,56,Male,46-60 (Middle-Aged),50,Medium Value,50,High Engagement,Medium Value - High Engagement,No,Weekly,7,Clothing,Shorts,3.7,No,Express,PayPal,California,Spring
2061,21,Male,18-30 (Young Adult),63,Medium Value,23,Medium Engagement,Medium Value - Medium Engagement,No,Quarterly,90,Accessories,Belt,3.2,No,Next Day Air,Bank Transfer,Wisconsin,Fall
2062,32,Male,31-45 (Adult),70,Medium Value,22,Medium Engagement,Medium Value - Medium Engagement,No,Annually,365,Clothing,Sweater,2.6,No,Store Pickup,Debit Card,Michigan,Summer
2063,54,Male,46-60 (Middle-Aged),63,Medium Value,15,Low Engagement,Medium Value - Low Engagement,No,Quarterly,90,Outerwear,Coat,2.8,No,Standard,Cash,South Carolina,Fall
2064,61,Male,61-70 (Senior),86,High Value,32,Medium Engagement,High Value - Medium Engagement,No,Monthly,30,Clothing,Shorts,2.9,No,Standard,Cash,Indiana,Fall
2065,31,Male,31-45 (Adult),99,High Value,5,Low Engagement,High Value - Low Engagement,No,Monthly,30,Footwear,Shoes,4.0,No,2-Day Shipping,Bank Transfer,Arkansas,Summer
2066,27,Male,18-30 (Young Adult),40,Medium Value,6,Low Engagement,Medium Value - Low Engagement,No,Bi-Weekly,14,Footwear,Sneakers,2.9,No,Free Shipping,Bank Transfer,Oregon,Spring
2067,64,Male,61-70 (Senior),92,High Value,44,High Engagement,High Value - High Engagement,No,Bi-Weekly,14,Footwear,Sneakers,4.7,No,Store Pickup,Debit Card,Illinois,Fall
2068,60,Male,46-60 (Middle-Aged),21,Low Value,23,Medium Engagement,Low Value - Medium Engagement,No,Bi-Weekly,14,Clothing,Pants,3.1,No,2-Day Shipping,Cash,Maryland,Fall
2069,70,Male,61-70 (Senior),81,High Value,44,High Engagement,High Value - High Engagement,No,Monthly,30,Accessories,Jewelry,3.9,No,Store Pickup,Venmo,Vermont,Summer
2070,36,Male,31-45 (Adult),82,High Value,3,Low Engagement,High Value - Low Engagement,No,Quarterly,90,Clothing,T-shirt,3.4,No,Free Shipping,Debit Card,Texas,Fall
2071,56,Male,46-60 (Middle-Aged),88,High Value,14,Low Engagement,High Value - Low Engagement,No,Monthly,30,Accessories,Jewelry,3.1,No,Express,Cash,Nebraska,Spring
2072,69,Male,61-70 (Senior),100,High Value,37,High Engagement,High Value - High Engagement,No,Quarterly,90,Outerwear,Jacket,4.8,No,Store Pickup,PayPal,South Carolina,Fall
2073,39,Male,31-45 (Adult),66,Medium Value,22,Medium Engagement,Medium Value - Medium Engagement,No,Weekly,7,Accessories,Backpack,3.9,No,Next Day Air,Bank Transfer,Massachusetts,Winter
2074,38,Male,31-45 (Adult),25,Low Value,2,Low Engagement,Low Value - Low Engagement,No,Quarterly,90,Accessories,Belt,3.5,No,Next Day Air,PayPal,Texas,Winter
2075,36,Male,31-45 (Adult),53,Medium Value,44,High Engagement,Medium Value - High Engagement,No,Bi-Weekly,14,Accessories,Scarf,3.1,No,Free Shipping,Debit Card,Florida,Summer
2076,46,Male,46-60 (Middle-Aged),28,Low Value,49,High Engagement,Low Value - High Engagement,No,Monthly,30,Clothing,Sweater,4.7,No,Express,Debit Card,South Carolina,Fall
2077,59,Male,46-60 (Middle-Aged),23,Low Value,22,Medium Engagement,Low Value - Medium Engagement,No,Bi-Weekly,14,Accessories,Gloves,4.6,No,Free Shipping,Debit Card,Florida,Fall
2078,64,Male,61-70 (Senior),34,Low Value,26,Medium Engagement,Low Value - Medium Engagement,No,Annually,365,Accessories,Scarf,3.3,No,Free Shipping,Bank Transfer,Nebraska,Fall
2079,49,Male,46-60 (Middle-Aged),42,Medium Value,40,High Engagement,Medium Value - High Engagement,No,Weekly,7,Clothing,Dress,3.2,No,Next Day Air,Debit Card,Hawaii,Spring
2080,32,Male,31-45 (Adult),24,Low Value,16,Medium Engagement,Low Value - Medium Engagement,No,Quarterly,90,Clothing,Jeans,3.1,No,Next Day Air,PayPal,Montana,Summer
2081,29,Male,18-30 (Young Adult),47,Medium Value,17,Medium Engagement,Medium Value - Medium Engagement,No,Bi-Weekly,14,Accessories,Sunglasses,3.5,No,Free Shipping,Debit Card,South Dakota,Fall
2082,24,Male,18-30 (Young Adult),78,High Value,48,High Engagement,High Value - High Engagement,No,Bi-Weekly,14,Outerwear,Coat,4.3,No,Standard,Bank Transfer,Alabama,Spring
2083,41,Male,31-45 (Adult),89,High Value,28,Medium Engagement,High Value - Medium Engagement,No,Quarterly,90,Clothing,Jeans,2.9,No,Free Shipping,Venmo,Arkansas,Summer
2084,41,Male,31-45 (Adult),59,Medium Value,26,Medium Engagement,Medium Value - Medium Engagement,No,Bi-Weekly,14,Accessories,Scarf,2.7,No,Store Pickup,Credit Card,Mississippi,Fall
2085,32,Male,31-45 (Adult),94,High Value,43,High Engagement,High Value - High Engagement,No,Quarterly,90,Clothing,Blouse,4.0,No,Standard,Bank Transfer,Vermont,Summer
2086,69,Male,61-70 (Senior),49,Medium Value,38,High Engagement,Medium Value - High Engagement,No,Weekly,7,Clothing,Jeans,4.6,No,Free Shipping,Debit Card,New York,Fall
2087,65,Male,61-70 (Senior),89,High Value,36,High Engagement,High Value - High Engagement,No,Quarterly,90,Clothing,Dress,4.7,No,2-Day Shipping,Cash,North Dakota,Summer
2088,54,Male,46-60 (Middle-Aged),91,High Value,1,Low Engagement,High Value - Low Engagement,No,Weekly,7,Accessories,Hat,4.7,No,Standard,Credit Card,Wisconsin,Summer
2089,39,Male,31-45 (Adult),89,High Value,49,High Engagement,High Value - High Engagement,No,Annually,365,Footwear,Sandals,4.0,No,Standard,Debit Card,California,Spring
2090,37,Male,31-45 (Adult),57,Medium Value,41,High Engagement,Medium Value - High Engagement,No,Quarterly,90,Outerwear,Jacket,3.6,No,Free Shipping,Credit Card,Maryland,Spring
2091,51,Male,46-60 (Middle-Aged),71,Medium Value,21,Medium Engagement,Medium Value - Medium Engagement,No,Monthly,30,Clothing,Socks,3.4,No,Free Shipping,Debit Card,Massachusetts,Winter
2092,26,Male,18-30 (Young Adult),97,High Value,24,Medium Engagement,High Value - Medium Engagement,No,Quarterly,90,Clothing,Jeans,3.0,No,Next Day Air,Bank Transfer,Washington,Fall
2093,42,Male,31-45 (Adult),45,Medium Value,27,Medium Engagement,Medium Value - Medium Engagement,No,Weekly,7,Footwear,Sandals,2.6,No,Next Day Air,Bank Transfer,Minnesota,Fall
2094,21,Male,18-30 (Young Adult),91,High Value,4,Low Engagement,High Value - Low Engagement,No,Annually,365,Clothing,Dress,4.2,No,Store Pickup,Debit Card,Washington,Spring
2095,53,Male,46-60 (Middle-Aged),25,Low Value,19,Medium Engagement,Low Value - Medium Engagement,No,Annually,365,Clothing,Socks,3.4,No,Standard,Venmo,South Carolina,Spring
2096,36,Male,31-45 (Adult),63,Medium Value,1,Low Engagement,Medium Value - Low Engagement,No,Bi-Weekly,14,Clothing,Hoodie,4.0,No,Store Pickup,Bank Transfer,New Mexico,Fall
2097,21,Male,18-30 (Young Adult),52,Medium Value,27,Medium Engagement,Medium Value - Medium Engagement,No,Annually,365,Clothing,Dress,4.7,No,Free Shipping,Debit Card,North Carolina,Summer
2098,33,Male,31-45 (Adult),43,Medium Value,5,Low Engagement,Medium Value - Low Engagement,No,Weekly,7,Footwear,Sneakers,3.9,No,Next Day Air,Credit Card,Iowa,Winter
2099,49,Male,46-60 (Middle-Aged),28,Low Value,20,Medium Engagement,Low Value - Medium Engagement,No,Quarterly,90,Clothing,T-shirt,3.3,No,2-Day Shipping,Venmo,Louisiana,Summer
2100,31,Male,31-45 (Adult),78,High Value,50,High Engagement,High Value - High Engagement,No,Annually,365,Clothing,T-shirt,2.9,No,Express,PayPal,Oklahoma,Summer
2101,68,Male,61-70 (Senior),31,Low Value,36,High Engagement,Low Value - High Engagement,No,Bi-Weekly,14,Clothing,Sweater,4.4,No,Free Shipping,Cash,Michigan,Spring
2102,49,Male,46-60 (Middle-Aged),23,Low Value,12,Low Engagement,Low Value - Low Engagement,No,Bi-Weekly,14,Clothing,Shirt,3.6,No,Next Day Air,Bank Transfer,Oregon,Winter
2103,23,Male,18-30 (Young Adult),25,Low Value,23,Medium Engagement,Low Value - Medium Engagement,No,Monthly,30,Accessories,Hat,4.5,No,Store Pickup,Cash,Idaho,Spring
2104,30,Male,18-30 (Young Adult),86,High Value,21,Medium Engagement,High Value - Medium Engagement,No,Weekly,7,Clothing,Pants,3.7,No,Store Pickup,Venmo,Indiana,Summer
2105,53,Male,46-60 (Middle-Aged),88,High Value,47,High Engagement,High Value - High Engagement,No,Weekly,7,Footwear,Shoes,2.8,No,Free Shipping,Venmo,New Mexico,Spring
2106,65,Male,61-70 (Senior),35,Low Value,38,High Engagement,Low Value - High Engagement,No,Bi-Weekly,14,Accessories,Gloves,4.5,No,Free Shipping,Venmo,South Carolina,Spring
2107,60,Male,46-60 (Middle-Aged),34,Low Value,40,High Engagement,Low Value - High Engagement,No,Quarterly,90,Accessories,Jewelry,4.4,No,Standard,Credit Card,Vermont,Fall
2108,46,Male,46-60 (Middle-Aged),75,Medium Value,35,Medium Engagement,Medium Value - Medium Engagement,No,Quarterly,90,Clothing,Pants,3.3,No,Standard,PayPal,Delaware,Winter
2109,54,Male,46-60 (Middle-Aged),46,Medium Value,4,Low Engagement,Medium Value - Low Engagement,No,Quarterly,90,Clothing,Hoodie,4.2,No,Express,Credit Card,North Dakota,Winter
2110,59,Male,46-60 (Middle-Aged),31,Low Value,28,Medium Engagement,Low Value - Medium Engagement,No,Quarterly,90,Accessories,Jewelry,2.7,No,Free Shipping,Venmo,California,Fall
2111,52,Male,46-60 (Middle-Aged),93,High Value,36,High Engagement,High Value - High Engagement,No,Quarterly,90,Clothing,Socks,3.9,No,Store Pickup,Debit Card,Montana,Spring
2112,41,Male,31-45 (Adult),85,High Value,15,Low Engagement,High Value - Low Engagement,No,Annually,365,Accessories,Sunglasses,2.6,No,Free Shipping,Bank Transfer,Missouri,Spring
2113,43,Male,31-45 (Adult),68,Medium Value,7,Low Engagement,Medium Value - Low Engagement,No,Bi-Weekly,14,Accessories,Belt,4.5,No,2-Day Shipping,Cash,Tennessee,Fall
2114,63,Male,61-70 (Senior),40,Medium Value,29,Medium Engagement,Medium Value - Medium Engagement,No,Quarterly,90,Clothing,Dress,2.7,No,Store Pickup,PayPal,Virginia,Spring
2115,37,Male,31-45 (Adult),51,Medium Value,12,Low Engagement,Medium Value - Low Engagement,No,Annually,365,Clothing,Shirt,2.9,No,Standard,Debit Card,Vermont,Winter
2116,44,Male,31-45 (Adult),85,High Value,16,Medium Engagement,High Value - Medium Engagement,No,Bi-Weekly,14,Accessories,Scarf,3.4,No,Store Pickup,Bank Transfer,Rhode Island,Winter
2117,67,Male,61-70 (Senior),23,Low Value,50,High Engagement,Low Value - High Engagement,No,Bi-Weekly,14,Outerwear,Jacket,2.9,No,Express,Debit Card,Kansas,Summer
2118,27,Male,18-30 (Young Adult),28,Low Value,11,Low Engagement,Low Value - Low Engagement,No,Annually,365,Clothing,Dress,3.8,No,Free Shipping,Debit Card,Colorado,Summer
2119,60,Male,46-60 (Middle-Aged),44,Medium Value,28,Medium Engagement,Medium Value - Medium Engagement,No,Quarterly,90,Clothing,Socks,4.2,No,2-Day Shipping,Debit Card,Georgia,Fall
2120,58,Male,46-60 (Middle-Aged),57,Medium Value,36,High Engagement,Medium Value - High Engagement,No,Bi-Weekly,14,Accessories,Jewelry,3.5,No,Store Pickup,Venmo,Nebraska,Spring
2121,53,Male,46-60 (Middle-Aged),98,High Value,38,High Engagement,High Value - High Engagement,No,Quarterly,90,Accessories,Scarf,3.1,No,Next Day Air,PayPal,Missouri,Fall
2122,43,Male,31-45 (Adult),68,Medium Value,32,Medium Engagement,Medium Value - Medium Engagement,No,Monthly,30,Accessories,Backpack,3.5,No,2-Day Shipping,Bank Transfer,Alaska,Winter
2123,32,Male,31-45 (Adult),36,Low Value,42,High Engagement,Low Value - High Engagement,No,Weekly,7,Outerwear,Jacket,4.0,No,Express,Debit Card,Virginia,Fall
2124,54,Male,46-60 (Middle-Aged),71,Medium Value,22,Medium Engagement,Medium Value - Medium Engagement,No,Bi-Weekly,14,Outerwear,Coat,3.7,No,Express,Debit Card,Nebraska,Spring
2125,47,Male,46-60 (Middle-Aged),60,Medium Value,22,Medium Engagement,Medium Value - Medium Engagement,No,Quarterly,90,Clothing,Skirt,4.2,No,Next Day Air,Venmo,Rhode Island,Fall
2126,57,Male,46-60 (Middle-Aged),87,High Value,31,Medium Engagement,High Value - Medium Engagement,No,Quarterly,90,Outerwear,Coat,4.8,No,Store Pickup,PayPal,New Hampshire,Fall
2127,63,Male,61-70 (Senior),38,Low Value,28,Medium Engagement,Low Value - Medium Engagement,No,Monthly,30,Footwear,Shoes,4.1,No,Express,Credit Card,Alabama,Winter
2128,70,Male,61-70 (Senior),45,Medium Value,40,High Engagement,Medium Value - High Engagement,No,Weekly,7,Footwear,Boots,4.5,No,2-Day Shipping,Debit Card,North Carolina,Spring
2129,62,Male,61-70 (Senior),47,Medium Value,21,Medium Engagement,Medium Value - Medium Engagement,No,Weekly,7,Outerwear,Coat,2.7,No,2-Day Shipping,PayPal,New Mexico,Fall
2130,40,Male,31-45 (Adult),57,Medium Value,12,Low Engagement,Medium Value - Low Engagement,No,Quarterly,90,Clothing,Skirt,2.8,No,Store Pickup,PayPal,Minnesota,Fall
2131,25,Male,18-30 (Young Adult),68,Medium Value,33,Medium Engagement,Medium Value - Medium Engagement,No,Annually,365,Accessories,Backpack,3.7,No,Free Shipping,Credit Card,Arizona,Summer
2132,19,Male,18-30 (Young Adult),52,Medium Value,9,Low Engagement,Medium Value - Low Engagement,No,Bi-Weekly,14,Clothing,Shorts,3.6,No,Express,Bank Transfer,Montana,Fall
2133,25,Male,18-30 (Young Adult),87,High Value,15,Low Engagement,High Value - Low Engagement,No,Weekly,7,Clothing,Skirt,4.7,No,2-Day Shipping,Debit Card,Vermont,Fall
2134,21,Male,18-30 (Young Adult),34,Low Value,13,Low Engagement,Low Value - Low Engagement,No,Annually,365,Accessories,Hat,3.8,No,Standard,Bank Transfer,Maine,Summer
2135,55,Male,46-60 (Middle-Aged),41,Medium Value,35,Medium Engagement,Medium Value - Medium Engagement,No,Bi-Weekly,14,Footwear,Sandals,2.9,No,Standard,Credit Card,Virginia,Winter
2136,34,Male,31-45 (Adult),94,High Value,1,Low Engagement,High Value - Low Engagement,No,Quarterly,90,Accessories,Sunglasses,4.6,No,Next Day Air,Debit Card,California,Winter
2137,47,Male,46-60 (Middle-Aged),93,High Value,25,Medium Engagement,High Value - Medium Engagement,No,Bi-Weekly,14,Accessories,Sunglasses,2.8,No,Standard,Bank Transfer,New York,Summer
2138,27,Male,18-30 (Young Adult),51,Medium Value,20,Medium Engagement,Medium Value - Medium Engagement,No,Quarterly,90,Clothing,Socks,4.6,No,2-Day Shipping,Credit Card,Indiana,Winter
2139,67,Male,61-70 (Senior),42,Medium Value,36,High Engagement,Medium Value - High Engagement,No,Quarterly,90,Clothing,Sweater,2.8,No,Next Day Air,Venmo,Mississippi,Fall
2140,40,Male,31-45 (Adult),95,High Value,33,Medium Engagement,High Value - Medium Engagement,No,Weekly,7,Footwear,Boots,3.0,No,Free Shipping,Cash,New York,Winter
2141,53,Male,46-60 (Middle-Aged),90,High Value,36,High Engagement,High Value - High Engagement,No,Bi-Weekly,14,Accessories,Handbag,3.7,No,Standard,Cash,New Mexico,Fall
2142,24,Male,18-30 (Young Adult),98,High Value,32,Medium Engagement,High Value - Medium Engagement,No,Annually,365,Clothing,Dress,4.1,No,2-Day Shipping,PayPal,Kentucky,Winter
2143,47,Male,46-60 (Middle-Aged),39,Low Value,21,Medium Engagement,Low Value - Medium Engagement,No,Quarterly,90,Accessories,Hat,4.3,No,Next Day Air,Venmo,North Dakota,Winter
2144,53,Male,46-60 (Middle-Aged),66,Medium Value,48,High Engagement,Medium Value - High Engagement,No,Bi-Weekly,14,Footwear,Sandals,3.8,No,Next Day Air,Venmo,Arkansas,Fall
2145,47,Male,46-60 (Middle-Aged),23,Low Value,25,Medium Engagement,Low Value - Medium Engagement,No,Quarterly,90,Footwear,Shoes,3.7,No,Free Shipping,PayPal,Maryland,Winter
2146,38,Male,31-45 (Adult),73,Medium Value,32,Medium Engagement,Medium Value - Medium Engagement,No,Annually,365,Clothing,Skirt,4.8,No,Standard,PayPal,Connecticut,Winter
2147,48,Male,46-60 (Middle-Aged),23,Low Value,45,High Engagement,Low Value - High Engagement,No,Quarterly,90,Accessories,Sunglasses,4.6,No,Standard,PayPal,Utah,Summer
2148,47,Male,46-60 (Middle-Aged),43,Medium Value,4,Low Engagement,Medium Value - Low Engagement,No,Bi-Weekly,14,Clothing,Skirt,4.8,No,Standard,Cash,Missouri,Fall
2149,19,Male,18-30 (Young Adult),45,Medium Value,19,Medium Engagement,Medium Value - Medium Engagement,No,Bi-Weekly,14,Clothing,T-shirt,4.6,No,2-Day Shipping,PayPal,Nebraska,Winter
2150,38,Male,31-45 (Adult),21,Low Value,1,Low Engagement,Low Value - Low Engagement,No,Weekly,7,Footwear,Sandals,4.0,No,Standard,Bank Transfer,Hawaii,Winter
2151,57,Male,46-60 (Middle-Aged),40,Medium Value,12,Low Engagement,Medium Value - Low Engagement,No,Weekly,7,Clothing,Shirt,2.6,No,2-Day Shipping,Cash,Illinois,Spring
2152,70,Male,61-70 (Senior),58,Medium Value,18,Medium Engagement,Medium Value - Medium Engagement,No,Monthly,30,Clothing,Jeans,2.6,No,2-Day Shipping,Venmo,Vermont,Fall
2153,38,Male,31-45 (Adult),48,Medium Value,43,High Engagement,Medium Value - High Engagement,No,Bi-Weekly,14,Clothing,Shorts,4.5,No,Next Day Air,Bank Transfer,New Jersey,Summer
2154,35,Male,31-45 (Adult),94,High Value,31,Medium Engagement,High Value - Medium Engagement,No,Annually,365,Clothing,Shirt,4.2,No,Free Shipping,PayPal,Kentucky,Fall
2155,46,Male,46-60 (Middle-Aged),74,Medium Value,33,Medium Engagement,Medium Value - Medium Engagement,No,Quarterly,90,Accessories,Scarf,3.4,No,Store Pickup,Cash,Wyoming,Spring
2156,32,Male,31-45 (Adult),51,Medium Value,46,High Engagement,Medium Value - High Engagement,No,Monthly,30,Accessories,Handbag,3.7,No,Store Pickup,PayPal,Hawaii,Fall
2157,38,Male,31-45 (Adult),83,High Value,41,High Engagement,High Value - High Engagement,No,Bi-Weekly,14,Clothing,Skirt,3.6,No,Next Day Air,Debit Card,Missouri,Winter
2158,41,Male,31-45 (Adult),68,Medium Value,41,High Engagement,Medium Value - High Engagement,No,Bi-Weekly,14,Accessories,Handbag,4.0,No,Next Day Air,Venmo,Mississippi,Winter
2159,19,Male,18-30 (Young Adult),84,High Value,9,Low Engagement,High Value - Low Engagement,No,Bi-Weekly,14,Accessories,Gloves,4.6,No,Standard,Bank Transfer,Massachusetts,Spring
2160,18,Male,18-30 (Young Adult),58,Medium Value,34,Medium Engagement,Medium Value - Medium Engagement,No,Annually,365,Clothing,Shirt,3.0,No,Free Shipping,Cash,Louisiana,Fall
2161,45,Male,31-45 (Adult),92,High Value,21,Medium Engagement,High Value - Medium Engagement,No,Annually,365,Clothing,Blouse,3.3,No,Express,PayPal,West Virginia,Winter
2162,23,Male,18-30 (Young Adult),69,Medium Value,5,Low Engagement,Medium Value - Low Engagement,No,Bi-Weekly,14,Clothing,Dress,3.8,No,Express,Debit Card,Washington,Summer
2163,60,Male,46-60 (Middle-Aged),48,Medium Value,32,Medium Engagement,Medium Value - Medium Engagement,No,Weekly,7,Clothing,Shorts,2.7,No,Free Shipping,PayPal,Oregon,Summer
2164,52,Male,46-60 (Middle-Aged),60,Medium Value,44,High Engagement,Medium Value - High Engagement,No,Monthly,30,Footwear,Shoes,4.5,No,Express,Bank Transfer,New York,Spring
2165,42,Male,31-45 (Adult),20,Low Value,46,High Engagement,Low Value - High Engagement,No,Bi-Weekly,14,Footwear,Sandals,4.8,No,Next Day Air,PayPal,Iowa,Winter
