customer_id,age,gender,item_purchased,category,purchase_amount_usd,location,size,color,season,review_rating,subscription_status,shipping_type,discount_applied,previous_purchases,payment_method,frequency_of_purchases,frequency_of_purchases_raw,age_group,purchase_frequency_days,customer_value_tier,engagement_tier,value_engagement_segment
2377,21,Male,Gloves,Accessories,94,Tennessee,XL,Cyan,Spring,4.1,No,Express,No,5,Cash,Weekly,Weekly,18-30 (Young Adult),7,High Value,Low Engagement,High Value - Low Engagement
2378,44,Male,Blouse,Clothing,94,South Dakota,L,Magenta,Fall,4.0,No,Next Day Air,No,22,Cash,Annually,Annually,31-45 (Adult),365,High Value,Medium Engagement,High Value - Medium Engagement
2379,26,Male,Scarf,Accessories,71,New Hampshire,L,Teal,Summer,2.7,No,Store Pickup,No,37,PayPal,Bi-Weekly,Bi-Weekly,18-30 (Young Adult),14,Medium Value,High Engagement,Medium Value - High Engagement
2380,40,Male,Hat,Accessories,77,South Dakota,M,Peach,Spring,4.0,No,2-Day Shipping,No,22,Debit Card,Monthly,Monthly,31-45 (Adult),30,High Value,Medium Engagement,High Value - Medium Engagement
2381,41,Male,Scarf,Accessories,66,Pennsylvania,M,Black,Fall,2.5,No,Next Day Air,No,36,PayPal,Bi-Weekly,Fortnightly,31-45 (Adult),14,Medium Value,High Engagement,Medium Value - High Engagement
2382,62,Male,Sandals,Footwear,23,Wisconsin,M,Teal,Summer,4.5,No,Free Shipping,No,23,PayPal,Annually,Annually,61-70 (Senior),365,Low Value,Medium Engagement,Low Value - Medium Engagement
2383,39,Male,Sweater,Clothing,60,California,M,Turquoise,Spring,3.9,No,Express,No,44,Debit Card,Weekly,Weekly,31-45 (Adult),7,Medium Value,High Engagement,Medium Value - High Engagement
2384,53,Male,Backpack,Accessories,72,Rhode Island,L,Gold,Spring,4.9,No,2-Day Shipping,No,25,Bank Transfer,Annually,Annually,46-60 (Middle-Aged),365,Medium Value,Medium Engagement,Medium Value - Medium Engagement
2385,24,Male,Blouse,Clothing,35,Alabama,L,Green,Winter,3.3,No,2-Day Shipping,No,40,PayPal,Quarterly,Quarterly,18-30 (Young Adult),90,Low Value,High Engagement,Low Value - High Engagement
2386,41,Male,Scarf,Accessories,31,Oklahoma,M,Brown,Fall,3.8,No,Express,No,12,PayPal,Weekly,Weekly,31-45 (Adult),7,Low Value,Low Engagement,Low Value - Low Engagement
2387,19,Male,Socks,Clothing,33,Illinois,L,Blue,Summer,2.9,No,Standard,No,14,Venmo,Monthly,Monthly,18-30 (Young Adult),30,Low Value,Low Engagement,Low Value - Low Engagement
2388,36,Male,Hat,Accessories,95,Tennessee,M,Gold,Summer,4.0,No,2-Day Shipping,No,14,Debit Card,Monthly,Monthly,31-45 (Adult),30,High Value,Low Engagement,High Value - Low Engagement
2389,21,Male,Dress,Clothing,68,Alabama,M,Peach,Fall,4.1,No,Store Pickup,No,10,Debit Card,Annually,Annually,18-30 (Young Adult),365,Medium Value,Low Engagement,Medium Value - Low Engagement
2390,25,Male,Coat,Outerwear,87,Kansas,M,Violet,Spring,3.1,No,Store Pickup,No,17,Bank Transfer,Quarterly,Every 3 Months,18-30 (Young Adult),90,High Value,Medium Engagement,High Value - Medium Engagement
2391,65,Male,Shirt,Clothing,64,Arizona,XL,Yellow,Winter,4.6,No,Express,No,24,Debit Card,Bi-Weekly,Fortnightly,61-70 (Senior),14,Medium Value,Medium Engagement,Medium Value - Medium Engagement
2392,42,Male,Shirt,Clothing,74,Michigan,M,Black,Winter,4.6,No,Next Day Air,No,31,Bank Transfer,Quarterly,Quarterly,31-45 (Adult),90,Medium Value,Medium Engagement,Medium Value - Medium Engagement
2393,40,Male,Jeans,Clothing,62,Missouri,L,Silver,Spring,2.6,No,2-Day Shipping,No,36,Cash,Annually,Annually,31-45 (Adult),365,Medium Value,High Engagement,Medium Value - High Engagement
2394,58,Male,Socks,Clothing,97,Louisiana,M,Brown,Winter,5.0,No,2-Day Shipping,No,38,PayPal,Quarterly,Every 3 Months,46-60 (Middle-Aged),90,High Value,High Engagement,High Value - High Engagement
2395,40,Male,Sandals,Footwear,47,Connecticut,L,Peach,Fall,2.9,No,2-Day Shipping,No,23,Debit Card,Bi-Weekly,Fortnightly,31-45 (Adult),14,Medium Value,Medium Engagement,Medium Value - Medium Engagement
2396,62,Male,Blouse,Clothing,83,Connecticut,M,Cyan,Winter,3.5,No,2-Day Shipping,No,47,PayPal,Bi-Weekly,Bi-Weekly,61-70 (Senior),14,High Value,High Engagement,High Value - High Engagement
2397,38,Male,Shirt,Clothing,82,Oregon,M,Olive,Spring,3.7,No,2-Day Shipping,No,20,Venmo,Weekly,Weekly,31-45 (Adult),7,High Value,Medium Engagement,High Value - Medium Engagement
2398,37,Male,Sunglasses,Accessories,26,West Virginia,L,Black,Fall,2.9,No,Store Pickup,No,41,Venmo,Monthly,Monthly,31-45 (Adult),30,Low Value,High Engagement,Low Value - High Engagement
2399,65,Male,Jacket,Outerwear,81,Florida,M,Orange,Winter,4.3,No,Free Shipping,No,44,Bank Transfer,Bi-Weekly,Fortnightly,61-70 (Senior),14,High Value,High Engagement,High Value - High Engagement
2400,55,Male,Dress,Clothing,44,New Hampshire,L,Beige,Spring,3.2,No,Store Pickup,No,31,Cash,Monthly,Monthly,46-60 (Middle-Aged),30,Medium Value,Medium Engagement,Medium Value - Medium Engagement
2401,43,Male,Sunglasses,Accessories,88,Oregon,M,Peach,Winter,4.2,No,Next Day Air,No,11,Credit Card,Bi-Weekly,Bi-Weekly,31-45 (Adult),14,High Value,Low Engagement,High Value - Low Engagement
2402,43,Male,Boots,Footwear,76,Oregon,M,Pink,Winter,4.2,No,Standard,No,25,PayPal,Bi-Weekly,Bi-Weekly,31-45 (Adult),14,High Value,Medium Engagement,High Value - Medium Engagement
2403,45,Male,Scarf,Accessories,89,Utah,M,Brown,Winter,3.8,No,Free Shipping,No,31,Cash,Weekly,Weekly,31-45 (Adult),7,High Value,Medium Engagement,High Value - Medium Engagement
2404,64,Male,Shorts,Clothing,22,Missouri,M,Magenta,Fall,4.4,No,Standard,No,40,Debit Card,Weekly,Weekly,61-70 (Senior),7,Low Value,High Engagement,Low Value - High Engagement
2405,28,Male,Shorts,Clothing,33,West Virginia,L,Cyan,Winter,3.1,No,2-Day Shipping,No,23,Credit Card,Bi-Weekly,Bi-Weekly,18-30 (Young Adult),14,Low Value,Medium Engagement,Low Value - Medium Engagement
2406,69,Male,Jeans,Clothing,97,California,XL,Silver,Fall,5.0,No,Standard,No,5,Debit Card,Quarterly,Quarterly,61-70 (Senior),90,High Value,Low Engagement,High Value - Low Engagement
2407,54,Male,Scarf,Accessories,57,California,M,Indigo,Winter,4.7,No,Standard,No,26,PayPal,Weekly,Weekly,46-60 (Middle-Aged),7,Medium Value,Medium Engagement,Medium Value - Medium Engagement
2408,52,Male,Shorts,Clothing,38,Illinois,M,Beige,Summer,3.0,No,Express,No,11,Credit Card,Bi-Weekly,Bi-Weekly,46-60 (Middle-Aged),14,Low Value,Low Engagement,Low Value - Low Engagement
2409,23,Male,Sneakers,Footwear,55,Hawaii,XL,Black,Fall,4.2,No,Next Day Air,No,44,Debit Card,Quarterly,Every 3 Months,18-30 (Young Adult),90,Medium Value,High Engagement,Medium Value - High Engagement
2410,26,Male,Jewelry,Accessories,37,Washington,L,Yellow,Spring,3.0,No,Store Pickup,No,47,Cash,Quarterly,Every 3 Months,18-30 (Young Adult),90,Low Value,High Engagement,Low Value - High Engagement
2411,48,Male,Shoes,Footwear,43,Wisconsin,M,Maroon,Summer,3.7,No,Free Shipping,No,46,PayPal,Monthly,Monthly,46-60 (Middle-Aged),30,Medium Value,High Engagement,Medium Value - High Engagement
2412,49,Male,Hoodie,Clothing,96,Virginia,M,Cyan,Summer,2.7,No,Free Shipping,No,35,Cash,Quarterly,Every 3 Months,46-60 (Middle-Aged),90,High Value,Medium Engagement,High Value - Medium Engagement
2413,53,Male,Jacket,Outerwear,51,Oregon,M,Pink,Winter,4.3,No,2-Day Shipping,No,8,Bank Transfer,Bi-Weekly,Bi-Weekly,46-60 (Middle-Aged),14,Medium Value,Low Engagement,Medium Value - Low Engagement
2414,69,Male,Shorts,Clothing,95,Pennsylvania,XL,Violet,Fall,2.7,No,2-Day Shipping,No,30,Bank Transfer,Weekly,Weekly,61-70 (Senior),7,High Value,Medium Engagement,High Value - Medium Engagement
2415,26,Male,Socks,Clothing,26,Virginia,M,Lavender,Summer,3.7,No,Next Day Air,No,14,Credit Card,Bi-Weekly,Bi-Weekly,18-30 (Young Adult),14,Low Value,Low Engagement,Low Value - Low Engagement
2416,21,Male,Coat,Outerwear,34,Hawaii,XL,Lavender,Fall,4.3,No,Standard,No,30,Bank Transfer,Weekly,Weekly,18-30 (Young Adult),7,Low Value,Medium Engagement,Low Value - Medium Engagement
2417,59,Male,Sandals,Footwear,83,Nebraska,S,Black,Summer,4.0,No,Next Day Air,No,26,Credit Card,Quarterly,Every 3 Months,46-60 (Middle-Aged),90,High Value,Medium Engagement,High Value - Medium Engagement
2418,21,Male,Backpack,Accessories,24,Alaska,M,Olive,Fall,3.3,No,Standard,No,32,Venmo,Bi-Weekly,Fortnightly,18-30 (Young Adult),14,Low Value,Medium Engagement,Low Value - Medium Engagement
2419,22,Male,Pants,Clothing,69,Michigan,S,Indigo,Fall,4.0,No,Next Day Air,No,47,Cash,Quarterly,Every 3 Months,18-30 (Young Adult),90,Medium Value,High Engagement,Medium Value - High Engagement
2420,26,Male,Sweater,Clothing,40,North Carolina,M,Blue,Fall,2.7,No,Next Day Air,No,11,Credit Card,Quarterly,Every 3 Months,18-30 (Young Adult),90,Medium Value,Low Engagement,Medium Value - Low Engagement
2421,41,Male,Jacket,Outerwear,87,North Carolina,S,Green,Winter,4.2,No,Free Shipping,No,28,PayPal,Annually,Annually,31-45 (Adult),365,High Value,Medium Engagement,High Value - Medium Engagement
2422,37,Male,Sneakers,Footwear,46,Minnesota,L,Pink,Spring,4.6,No,Standard,No,2,Debit Card,Quarterly,Every 3 Months,31-45 (Adult),90,Medium Value,Low Engagement,Medium Value - Low Engagement
2423,30,Male,Jewelry,Accessories,82,Georgia,M,Peach,Winter,4.8,No,Store Pickup,No,45,Credit Card,Weekly,Weekly,18-30 (Young Adult),7,High Value,High Engagement,High Value - High Engagement
2424,49,Male,Backpack,Accessories,81,West Virginia,M,Purple,Summer,2.8,No,Free Shipping,No,7,Credit Card,Quarterly,Every 3 Months,46-60 (Middle-Aged),90,High Value,Low Engagement,High Value - Low Engagement
2425,49,Male,Jewelry,Accessories,57,Delaware,M,Peach,Winter,4.5,No,Next Day Air,No,28,Bank Transfer,Bi-Weekly,Bi-Weekly,46-60 (Middle-Aged),14,Medium Value,Medium Engagement,Medium Value - Medium Engagement
2426,58,Male,Shoes,Footwear,49,North Dakota,S,Olive,Summer,3.0,No,2-Day Shipping,No,34,Bank Transfer,Quarterly,Quarterly,46-60 (Middle-Aged),90,Medium Value,Medium Engagement,Medium Value - Medium Engagement
2427,70,Male,Jacket,Outerwear,42,Florida,M,Olive,Fall,4.6,No,Free Shipping,No,26,Debit Card,Quarterly,Every 3 Months,61-70 (Senior),90,Medium Value,Medium Engagement,Medium Value - Medium Engagement
2428,27,Male,Jacket,Outerwear,26,Oregon,M,Purple,Spring,3.3,No,Standard,No,45,Cash,Quarterly,Quarterly,18-30 (Young Adult),90,Low Value,High Engagement,Low Value - High Engagement
2429,65,Male,T-shirt,Clothing,38,Idaho,M,Violet,Spring,4.4,No,Next Day Air,No,34,Debit Card,Annually,Annually,61-70 (Senior),365,Low Value,Medium Engagement,Low Value - Medium Engagement
2430,57,Male,Sneakers,Footwear,57,Virginia,XL,Maroon,Summer,4.4,No,Standard,No,47,Credit Card,Bi-Weekly,Fortnightly,46-60 (Middle-Aged),14,Medium Value,High Engagement,Medium Value - High Engagement
2431,20,Male,Jacket,Outerwear,100,North Dakota,XL,White,Summer,4.3,No,Express,No,42,Cash,Quarterly,Quarterly,18-30 (Young Adult),90,High Value,High Engagement,High Value - High Engagement
2432,34,Male,Hoodie,Clothing,73,Alabama,S,Olive,Fall,3.4,No,Express,No,27,Bank Transfer,Quarterly,Every 3 Months,31-45 (Adult),90,Medium Value,Medium Engagement,Medium Value - Medium Engagement
2433,59,Male,Jacket,Outerwear,66,Hawaii,M,Peach,Winter,2.8,No,Store Pickup,No,43,Venmo,Monthly,Monthly,46-60 (Middle-Aged),30,Medium Value,High Engagement,Medium Value - High Engagement
2434,54,Male,T-shirt,Clothing,73,Oregon,M,Blue,Spring,3.4,No,Standard,No,16,Cash,Bi-Weekly,Bi-Weekly,46-60 (Middle-Aged),14,Medium Value,Medium Engagement,Medium Value - Medium Engagement
2435,36,Male,Gloves,Accessories,45,Utah,M,Brown,Spring,5.0,No,Store Pickup,No,40,Credit Card,Monthly,Monthly,31-45 (Adult),30,Medium Value,High Engagement,Medium Value - High Engagement
2436,21,Male,Sneakers,Footwear,27,Hawaii,S,Black,Fall,4.5,No,Free Shipping,No,29,Cash,Bi-Weekly,Bi-Weekly,18-30 (Young Adult),14,Low Value,Medium Engagement,Low Value - Medium Engagement
2437,52,Male,T-shirt,Clothing,24,Connecticut,M,Yellow,Fall,2.7,No,Store Pickup,No,38,Credit Card,Quarterly,Quarterly,46-60 (Middle-Aged),90,Low Value,High Engagement,Low Value - High Engagement
2438,43,Male,Sneakers,Footwear,59,Wyoming,XL,Magenta,Winter,3.4,No,Store Pickup,No,34,Credit Card,Weekly,Weekly,31-45 (Adult),7,Medium Value,Medium Engagement,Medium Value - Medium Engagement
2439,32,Male,Jeans,Clothing,20,Delaware,S,Cyan,Winter,3.4,No,Express,No,30,Venmo,Weekly,Weekly,31-45 (Adult),7,Low Value,Medium Engagement,Low Value - Medium Engagement
2440,55,Male,Handbag,Accessories,44,Arkansas,M,Maroon,Summer,2.8,No,Standard,No,45,Bank Transfer,Annually,Annually,46-60 (Middle-Aged),365,Medium Value,High Engagement,Medium Value - High Engagement
2441,31,Male,Socks,Clothing,90,Indiana,M,Red,Spring,4.7,No,Standard,No,47,Bank Transfer,Annually,Annually,31-45 (Adult),365,High Value,High Engagement,High Value - High Engagement
2442,45,Male,Jewelry,Accessories,36,California,M,Black,Fall,4.7,No,Free Shipping,No,5,Credit Card,Monthly,Monthly,31-45 (Adult),30,Low Value,Low Engagement,Low Value - Low Engagement
2443,53,Male,Blouse,Clothing,95,Wyoming,L,Violet,Winter,4.7,No,Free Shipping,No,50,Debit Card,Bi-Weekly,Bi-Weekly,46-60 (Middle-Aged),14,High Value,High Engagement,High Value - High Engagement
2444,24,Male,Backpack,Accessories,30,South Dakota,M,Green,Spring,3.4,No,2-Day Shipping,No,24,Bank Transfer,Bi-Weekly,Bi-Weekly,18-30 (Young Adult),14,Low Value,Medium Engagement,Low Value - Medium Engagement
2445,47,Male,Scarf,Accessories,65,West Virginia,S,Gold,Fall,3.7,No,Express,No,15,Debit Card,Bi-Weekly,Bi-Weekly,46-60 (Middle-Aged),14,Medium Value,Low Engagement,Medium Value - Low Engagement
2446,63,Male,Scarf,Accessories,96,Tennessee,M,Brown,Summer,4.1,No,Store Pickup,No,50,Cash,Weekly,Weekly,61-70 (Senior),7,High Value,High Engagement,High Value - High Engagement
2447,38,Male,Shirt,Clothing,65,Alaska,L,Peach,Spring,2.9,No,2-Day Shipping,No,7,Credit Card,Monthly,Monthly,31-45 (Adult),30,Medium Value,Low Engagement,Medium Value - Low Engagement
2448,59,Male,Pants,Clothing,47,South Dakota,L,Peach,Fall,3.2,No,Store Pickup,No,10,Venmo,Bi-Weekly,Fortnightly,46-60 (Middle-Aged),14,Medium Value,Low Engagement,Medium Value - Low Engagement
2449,54,Male,Hat,Accessories,25,Tennessee,S,Violet,Fall,3.0,No,Free Shipping,No,38,PayPal,Bi-Weekly,Bi-Weekly,46-60 (Middle-Aged),14,Low Value,High Engagement,Low Value - High Engagement
2450,26,Male,Coat,Outerwear,56,Alabama,S,Violet,Fall,4.1,No,Express,No,31,Venmo,Bi-Weekly,Fortnightly,18-30 (Young Adult),14,Medium Value,Medium Engagement,Medium Value - Medium Engagement
2451,68,Male,T-shirt,Clothing,76,North Carolina,M,Magenta,Fall,4.5,No,Standard,No,7,Venmo,Quarterly,Quarterly,61-70 (Senior),90,High Value,Low Engagement,High Value - Low Engagement
2452,41,Male,Socks,Clothing,60,Oklahoma,M,Purple,Fall,3.4,No,Store Pickup,No,27,Venmo,Monthly,Monthly,31-45 (Adult),30,Medium Value,Medium Engagement,Medium Value - Medium Engagement
2453,68,Male,Shirt,Clothing,67,New York,L,Purple,Winter,4.1,No,Express,No,45,Bank Transfer,Quarterly,Every 3 Months,61-70 (Senior),90,Medium Value,High Engagement,Medium Value - High Engagement
2454,21,Male,Sweater,Clothing,95,Iowa,XL,Cyan,Spring,4.6,No,Store Pickup,No,13,Cash,Annually,Annually,18-30 (Young Adult),365,High Value,Low Engagement,High Value - Low Engagement
2455,32,Male,Gloves,Accessories,72,Alaska,M,Magenta,Winter,4.6,No,Express,No,33,Venmo,Annually,Annually,31-45 (Adult),365,Medium Value,Medium Engagement,Medium Value - Medium Engagement
2456,20,Male,Belt,Accessories,98,Alaska,L,Lavender,Spring,3.4,No,Express,No,25,Cash,Quarterly,Every 3 Months,18-30 (Young Adult),90,High Value,Medium Engagement,High Value - Medium Engagement
2457,59,Male,Jeans,Clothing,83,Nebraska,M,Green,Winter,3.3,No,2-Day Shipping,No,5,PayPal,Monthly,Monthly,46-60 (Middle-Aged),30,High Value,Low Engagement,High Value - Low Engagement
2458,53,Male,Handbag,Accessories,37,Delaware,M,Maroon,Fall,3.6,No,2-Day Shipping,No,23,Cash,Quarterly,Quarterly,46-60 (Middle-Aged),90,Low Value,Medium Engagement,Low Value - Medium Engagement
2459,66,Male,T-shirt,Clothing,85,Texas,L,Turquoise,Fall,4.6,No,Free Shipping,No,17,Bank Transfer,Weekly,Weekly,61-70 (Senior),7,High Value,Medium Engagement,High Value - Medium Engagement
2460,47,Male,Socks,Clothing,36,Missouri,L,Violet,Fall,4.3,No,2-Day Shipping,No,14,Cash,Weekly,Weekly,46-60 (Middle-Aged),7,Low Value,Low Engagement,Low Value - Low Engagement
2461,58,Male,Jeans,Clothing,36,Maine,S,Lavender,Winter,4.0,No,Store Pickup,No,28,Credit Card,Annually,Annually,46-60 (Middle-Aged),365,Low Value,Medium Engagement,Low Value - Medium Engagement
2462,28,Male,Scarf,Accessories,86,Pennsylvania,L,Red,Summer,4.8,No,Next Day Air,No,19,Credit Card,Weekly,Weekly,18-30 (Young Adult),7,High Value,Medium Engagement,High Value - Medium Engagement
2463,68,Male,Pants,Clothing,99,Missouri,XL,Orange,Spring,4.3,No,Standard,No,31,Bank Transfer,Bi-Weekly,Bi-Weekly,61-70 (Senior),14,High Value,Medium Engagement,High Value - Medium Engagement
2464,60,Male,Blouse,Clothing,21,Mississippi,XL,Indigo,Summer,3.3,No,Standard,No,25,Cash,Bi-Weekly,Bi-Weekly,46-60 (Middle-Aged),14,Low Value,Medium Engagement,Low Value - Medium Engagement
2465,47,Male,Jacket,Outerwear,84,Hawaii,L,Teal,Winter,2.8,No,Express,No,4,Cash,Bi-Weekly,Bi-Weekly,46-60 (Middle-Aged),14,High Value,Low Engagement,High Value - Low Engagement
2466,18,Male,Sandals,Footwear,63,Texas,M,Brown,Spring,4.4,No,Free Shipping,No,20,Bank Transfer,Weekly,Weekly,18-30 (Young Adult),7,Medium Value,Medium Engagement,Medium Value - Medium Engagement
2467,32,Male,Shorts,Clothing,84,South Dakota,S,Pink,Summer,3.7,No,Express,No,37,Cash,Annually,Annually,31-45 (Adult),365,High Value,High Engagement,High Value - High Engagement
2468,27,Male,Shorts,Clothing,72,New Jersey,M,Lavender,Spring,3.6,No,Express,No,28,Credit Card,Annually,Annually,18-30 (Young Adult),365,Medium Value,Medium Engagement,Medium Value - Medium Engagement
2469,65,Male,Skirt,Clothing,21,Connecticut,L,Cyan,Winter,3.7,No,2-Day Shipping,No,6,Venmo,Weekly,Weekly,61-70 (Senior),7,Low Value,Low Engagement,Low Value - Low Engagement
2470,68,Male,Sandals,Footwear,92,Maryland,M,Yellow,Fall,5.0,No,Standard,No,27,PayPal,Annually,Annually,61-70 (Senior),365,High Value,Medium Engagement,High Value - Medium Engagement
2471,55,Male,Blouse,Clothing,72,Arizona,XL,Pink,Fall,2.7,No,Next Day Air,No,29,Credit Card,Bi-Weekly,Fortnightly,46-60 (Middle-Aged),14,Medium Value,Medium Engagement,Medium Value - Medium Engagement
2472,30,Male,Sandals,Footwear,83,Oklahoma,M,Gray,Spring,4.3,No,Store Pickup,No,1,Cash,Annually,Annually,18-30 (Young Adult),365,High Value,Low Engagement,High Value - Low Engagement
2473,24,Male,Shirt,Clothing,73,Utah,M,Peach,Summer,4.1,No,Standard,No,31,Credit Card,Annually,Annually,18-30 (Young Adult),365,Medium Value,Medium Engagement,Medium Value - Medium Engagement
2474,57,Male,Socks,Clothing,98,Arkansas,M,Red,Winter,2.6,No,Next Day Air,No,28,Cash,Quarterly,Quarterly,46-60 (Middle-Aged),90,High Value,Medium Engagement,High Value - Medium Engagement
2475,23,Male,T-shirt,Clothing,76,North Carolina,M,Olive,Fall,3.2,No,Store Pickup,No,19,Bank Transfer,Quarterly,Quarterly,18-30 (Young Adult),90,High Value,Medium Engagement,High Value - Medium Engagement
2476,69,Male,Dress,Clothing,43,California,S,Lavender,Summer,3.5,No,Next Day Air,No,36,Venmo,Monthly,Monthly,61-70 (Senior),30,Medium Value,High Engagement,Medium Value - High Engagement
2477,60,Male,Hat,Accessories,60,Colorado,M,Turquoise,Summer,3.7,No,Next Day Air,No,28,Cash,Monthly,Monthly,46-60 (Middle-Aged),30,Medium Value,Medium Engagement,Medium Value - Medium Engagement
2478,25,Male,Gloves,Accessories,40,California,L,Turquoise,Spring,3.8,No,2-Day Shipping,No,29,PayPal,Weekly,Weekly,18-30 (Young Adult),7,Medium Value,Medium Engagement,Medium Value - Medium Engagement
2479,18,Male,Socks,Clothing,93,Vermont,S,Maroon,Winter,4.8,No,2-Day Shipping,No,9,Bank Transfer,Quarterly,Every 3 Months,18-30 (Young Adult),90,High Value,Low Engagement,High Value - Low Engagement
2480,37,Male,Dress,Clothing,98,Kansas,S,Olive,Fall,4.2,No,Standard,No,26,Credit Card,Quarterly,Every 3 Months,31-45 (Adult),90,High Value,Medium Engagement,High Value - Medium Engagement
2481,61,Male,Socks,Clothing,91,Ohio,XL,Maroon,Summer,2.9,No,Next Day Air,No,7,Credit Card,Bi-Weekly,Fortnightly,61-70 (Senior),14,High Value,Low Engagement,High Value - Low Engagement
2482,41,Male,Belt,Accessories,92,New Jersey,XL,Cyan,Fall,2.9,No,Free Shipping,No,35,Debit Card,Weekly,Weekly,31-45 (Adult),7,High Value,Medium Engagement,High Value - Medium Engagement
2483,69,Male,Handbag,Accessories,87,Arizona,S,Peach,Winter,4.8,No,Next Day Air,No,46,Credit Card,Quarterly,Every 3 Months,61-70 (Senior),90,High Value,High Engagement,High Value - High Engagement
2484,32,Male,Skirt,Clothing,96,Arizona,S,Teal,Fall,2.9,No,Standard,No,8,Debit Card,Monthly,Monthly,31-45 (Adult),30,High Value,Low Engagement,High Value - Low Engagement
2485,60,Male,Hoodie,Clothing,97,New Hampshire,M,Green,Summer,4.8,No,2-Day Shipping,No,50,Cash,Quarterly,Every 3 Months,46-60 (Middle-Aged),90,High Value,High Engagement,High Value - High Engagement
2486,43,Male,Blouse,Clothing,55,Louisiana,M,Beige,Spring,4.6,No,2-Day Shipping,No,37,Bank Transfer,Annually,Annually,31-45 (Adult),365,Medium Value,High Engagement,Medium Value - High Engagement
2487,61,Male,Jeans,Clothing,58,Texas,L,Magenta,Spring,4.4,No,Store Pickup,No,6,Credit Card,Bi-Weekly,Fortnightly,61-70 (Senior),14,Medium Value,Low Engagement,Medium Value - Low Engagement
2488,57,Male,Boots,Footwear,21,Montana,L,Violet,Spring,3.0,No,Next Day Air,No,16,PayPal,Bi-Weekly,Bi-Weekly,46-60 (Middle-Aged),14,Low Value,Medium Engagement,Low Value - Medium Engagement
2489,56,Male,Handbag,Accessories,82,New Hampshire,XL,Charcoal,Summer,4.4,No,Express,No,30,PayPal,Monthly,Monthly,46-60 (Middle-Aged),30,High Value,Medium Engagement,High Value - Medium Engagement
2490,66,Male,Coat,Outerwear,34,South Dakota,M,Green,Winter,3.9,No,Express,No,50,Venmo,Quarterly,Quarterly,61-70 (Senior),90,Low Value,High Engagement,Low Value - High Engagement
2491,52,Male,Blouse,Clothing,78,Montana,M,Gray,Spring,4.0,No,Free Shipping,No,5,Cash,Quarterly,Every 3 Months,46-60 (Middle-Aged),90,High Value,Low Engagement,High Value - Low Engagement
2492,63,Male,Handbag,Accessories,47,North Carolina,M,Magenta,Spring,2.5,No,Express,No,15,Bank Transfer,Monthly,Monthly,61-70 (Senior),30,Medium Value,Low Engagement,Medium Value - Low Engagement
2493,50,Male,Sunglasses,Accessories,96,South Dakota,S,Silver,Summer,4.1,No,Next Day Air,No,34,Bank Transfer,Bi-Weekly,Bi-Weekly,46-60 (Middle-Aged),14,High Value,Medium Engagement,High Value - Medium Engagement
2494,21,Male,Socks,Clothing,23,Maine,S,Beige,Fall,4.8,No,2-Day Shipping,No,6,Venmo,Quarterly,Every 3 Months,18-30 (Young Adult),90,Low Value,Low Engagement,Low Value - Low Engagement
2495,42,Male,Shoes,Footwear,27,Oklahoma,S,Peach,Winter,2.6,No,Store Pickup,No,26,Debit Card,Annually,Annually,31-45 (Adult),365,Low Value,Medium Engagement,Low Value - Medium Engagement
2496,40,Male,Backpack,Accessories,37,Nebraska,XL,Orange,Spring,3.1,No,Free Shipping,No,34,Credit Card,Quarterly,Every 3 Months,31-45 (Adult),90,Low Value,Medium Engagement,Low Value - Medium Engagement
2497,67,Male,Scarf,Accessories,79,Illinois,S,Yellow,Summer,3.2,No,Store Pickup,No,37,Credit Card,Weekly,Weekly,61-70 (Senior),7,High Value,High Engagement,High Value - High Engagement
2498,35,Male,Backpack,Accessories,40,Colorado,M,Violet,Summer,4.2,No,Standard,No,28,Bank Transfer,Annually,Annually,31-45 (Adult),365,Medium Value,Medium Engagement,Medium Value - Medium Engagement
2499,18,Male,Coat,Outerwear,39,Massachusetts,S,Green,Fall,2.6,No,Next Day Air,No,38,Cash,Bi-Weekly,Fortnightly,18-30 (Young Adult),14,Low Value,High Engagement,Low Value - High Engagement
2500,52,Male,Hoodie,Clothing,73,Louisiana,L,Pink,Summer,3.1,No,Next Day Air,No,2,Cash,Quarterly,Quarterly,46-60 (Middle-Aged),90,Medium Value,Low Engagement,Medium Value - Low Engagement
2501,59,Male,Gloves,Accessories,84,Massachusetts,M,Violet,Fall,2.9,No,Store Pickup,No,32,Cash,Bi-Weekly,Bi-Weekly,46-60 (Middle-Aged),14,High Value,Medium Engagement,High Value - Medium Engagement
2502,49,Male,Shorts,Clothing,94,West Virginia,M,Violet,Fall,4.6,No,Free Shipping,No,30,Venmo,Bi-Weekly,Bi-Weekly,46-60 (Middle-Aged),14,High Value,Medium Engagement,High Value - Medium Engagement
2503,46,Male,Skirt,Clothing,47,Idaho,L,Pink,Spring,4.1,No,Standard,No,17,PayPal,Quarterly,Every 3 Months,46-60 (Middle-Aged),90,Medium Value,Medium Engagement,Medium Value - Medium Engagement
2504,69,Male,Boots,Footwear,77,Ohio,M,Violet,Summer,2.5,No,Store Pickup,No,5,Debit Card,Bi-Weekly,Bi-Weekly,61-70 (Senior),14,High Value,Low Engagement,High Value - Low Engagement
2505,56,Male,Shorts,Clothing,94,Rhode Island,M,Turquoise,Winter,4.0,No,Store Pickup,No,31,Cash,Bi-Weekly,Bi-Weekly,46-60 (Middle-Aged),14,High Value,Medium Engagement,High Value - Medium Engagement
